LAT,LON,WS2M,DATE
-38.5,145.625,1.31,2006-10-21
-38,143.125,1.3,2006-10-21
-38,143.75,2.1,2006-10-21
-38,144.375,2.86,2006-10-21
-38,145,2.83,2006-10-21
-38,145.625,0.29,2006-10-21
-40,143.125,3.47,2006-10-22
-40,143.75,3.57,2006-10-22
-40,144.375,3.76,2006-10-22
-40,145,4.24,2006-10-22
-40,145.625,4.82,2006-10-22
-39.5,143.125,3.28,2006-10-22
-39.5,143.75,3.28,2006-10-22
-39.5,144.375,3.3,2006-10-22
-39.5,145,3.55,2006-10-22
-39.5,145.625,3.91,2006-10-22
-39,143.125,3.66,2006-10-22
-39,143.75,2.73,2006-10-22
-39,144.375,2.87,2006-10-22
-39,145,2.97,2006-10-22
-39,145.625,2.74,2006-10-22
-38.5,143.125,0.91,2006-10-22
-38.5,143.75,1.68,2006-10-22
-38.5,144.375,3.05,2006-10-22
-38.5,145,2.77,2006-10-22
-38.5,145.625,1.17,2006-10-22
-38,143.125,0.85,2006-10-22
-38,143.75,1.8,2006-10-22
-38,144.375,2.49,2006-10-22
-38,145,2.43,2006-10-22
-38,145.625,0.16,2006-10-22
-40,143.125,6.56,2006-10-23
-40,143.75,6.34,2006-10-23
-40,144.375,5.9,2006-10-23
-40,145,5.64,2006-10-23
-40,145.625,5.46,2006-10-23
-39.5,143.125,6.22,2006-10-23
-39.5,143.75,5.97,2006-10-23
-39.5,144.375,5.45,2006-10-23
-39.5,145,5.3,2006-10-23
-39.5,145.625,5.3,2006-10-23
-39,143.125,4.62,2006-10-23
-39,143.75,4.18,2006-10-23
-39,144.375,4.4,2006-10-23
-39,145,4.17,2006-10-23
-39,145.625,3.59,2006-10-23
-38.5,143.125,0.73,2006-10-23
-38.5,143.75,1.82,2006-10-23
-38.5,144.375,3.19,2006-10-23
-38.5,145,2.59,2006-10-23
-38.5,145.625,1.05,2006-10-23
-38,143.125,0.96,2006-10-23
-38,143.75,1.77,2006-10-23
-38,144.375,2.38,2006-10-23
-38,145,2.23,2006-10-23
-38,145.625,0.1,2006-10-23
-40,143.125,6.34,2006-10-24
-40,143.75,5.97,2006-10-24
-40,144.375,5.72,2006-10-24
-40,145,5.34,2006-10-24
-40,145.625,4.74,2006-10-24
-39.5,143.125,6.04,2006-10-24
-39.5,143.75,5.22,2006-10-24
-39.5,144.375,4.93,2006-10-24
-39.5,145,4.78,2006-10-24
-39.5,145.625,4.28,2006-10-24
-39,143.125,5.01,2006-10-24
-39,143.75,3.76,2006-10-24
-39,144.375,4.51,2006-10-24
-39,145,4.57,2006-10-24
-39,145.625,3.07,2006-10-24
-38.5,143.125,1.06,2006-10-24
-38.5,143.75,2.28,2006-10-24
-38.5,144.375,4.15,2006-10-24
-38.5,145,2.97,2006-10-24
-38.5,145.625,1.05,2006-10-24
-38,143.125,1.59,2006-10-24
-38,143.75,2.81,2006-10-24
-38,144.375,3.71,2006-10-24
-38,145,3.16,2006-10-24
-38,145.625,0.12,2006-10-24
-40,143.125,5.52,2006-10-25
-40,143.75,6.06,2006-10-25
-40,144.375,6.96,2006-10-25
-40,145,7.64,2006-10-25
-40,145.625,7.68,2006-10-25
-39.5,143.125,5.42,2006-10-25
-39.5,143.75,5.95,2006-10-25
-39.5,144.375,6.86,2006-10-25
-39.5,145,7.47,2006-10-25
-39.5,145.625,7.54,2006-10-25
-39,143.125,4.79,2006-10-25
-39,143.75,4.67,2006-10-25
-39,144.375,6.41,2006-10-25
-39,145,6.89,2006-10-25
-39,145.625,5.74,2006-10-25
-38.5,143.125,1.19,2006-10-25
-38.5,143.75,2.75,2006-10-25
-38.5,144.375,5.72,2006-10-25
-38.5,145,5.05,2006-10-25
-38.5,145.625,1.91,2006-10-25
-38,143.125,1.46,2006-10-25
-38,143.75,2.85,2006-10-25
-38,144.375,4.64,2006-10-25
-38,145,4.46,2006-10-25
-38,145.625,0.14,2006-10-25
-40,143.125,7.7,2006-10-26
-40,143.75,7.47,2006-10-26
-40,144.375,7.32,2006-10-26
-40,145,7.33,2006-10-26
-40,145.625,7.68,2006-10-26
-39.5,143.125,7.13,2006-10-26
-39.5,143.75,7.04,2006-10-26
-39.5,144.375,6.8,2006-10-26
-39.5,145,6.72,2006-10-26
-39.5,145.625,6.61,2006-10-26
-39,143.125,5.85,2006-10-26
-39,143.75,4.95,2006-10-26
-39,144.375,5.4,2006-10-26
-39,145,5.36,2006-10-26
-39,145.625,4.68,2006-10-26
-38.5,143.125,1.16,2006-10-26
-38.5,143.75,2.13,2006-10-26
-38.5,144.375,3.93,2006-10-26
-38.5,145,3.4,2006-10-26
-38.5,145.625,1.55,2006-10-26
-38,143.125,1.31,2006-10-26
-38,143.75,2.08,2006-10-26
-38,144.375,3,2006-10-26
-38,145,2.73,2006-10-26
-38,145.625,0.19,2006-10-26
-40,143.125,11.12,2006-10-27
-40,143.75,11.32,2006-10-27
-40,144.375,11.61,2006-10-27
-40,145,11.84,2006-10-27
-40,145.625,12,2006-10-27
-39.5,143.125,10.94,2006-10-27
-39.5,143.75,11.18,2006-10-27
-39.5,144.375,11.54,2006-10-27
-39.5,145,11.73,2006-10-27
-39.5,145.625,11.87,2006-10-27
-39,143.125,9.92,2006-10-27
-39,143.75,8.71,2006-10-27
-39,144.375,10.78,2006-10-27
-39,145,10.95,2006-10-27
-39,145.625,9.52,2006-10-27
-38.5,143.125,2.12,2006-10-27
-38.5,143.75,4.43,2006-10-27
-38.5,144.375,8.76,2006-10-27
-38.5,145,8,2006-10-27
-38.5,145.625,3.24,2006-10-27
-38,143.125,2.4,2006-10-27
-38,143.75,4.38,2006-10-27
-38,144.375,6.69,2006-10-27
-38,145,6.3,2006-10-27
-38,145.625,0.23,2006-10-27
-40,143.125,5.29,2006-10-28
-40,143.75,5.57,2006-10-28
-40,144.375,6.17,2006-10-28
-40,145,6.66,2006-10-28
-40,145.625,6.59,2006-10-28
-39.5,143.125,5.15,2006-10-28
-39.5,143.75,5.43,2006-10-28
-39.5,144.375,6,2006-10-28
-39.5,145,6.38,2006-10-28
-39.5,145.625,6.38,2006-10-28
-39,143.125,4.69,2006-10-28
-39,143.75,4.31,2006-10-28
-39,144.375,5.65,2006-10-28
-39,145,5.85,2006-10-28
-39,145.625,4.94,2006-10-28
-38.5,143.125,1.19,2006-10-28
-38.5,143.75,2.46,2006-10-28
-38.5,144.375,4.94,2006-10-28
-38.5,145,4.33,2006-10-28
-38.5,145.625,1.79,2006-10-28
-38,143.125,1.3,2006-10-28
-38,143.75,2.37,2006-10-28
-38,144.375,3.77,2006-10-28
-38,145,3.58,2006-10-28
-38,145.625,0.25,2006-10-28
-40,143.125,2.59,2006-10-29
-40,143.75,2.94,2006-10-29
-40,144.375,3.28,2006-10-29
-40,145,3.59,2006-10-29
-40,145.625,3.33,2006-10-29
-39.5,143.125,2.48,2006-10-29
-39.5,143.75,2.71,2006-10-29
-39.5,144.375,2.81,2006-10-29
-39.5,145,2.7,2006-10-29
-39.5,145.625,2.2,2006-10-29
-39,143.125,2.67,2006-10-29
-39,143.75,2.27,2006-10-29
-39,144.375,2.51,2006-10-29
-39,145,2.16,2006-10-29
-39,145.625,1.54,2006-10-29
-38.5,143.125,0.98,2006-10-29
-38.5,143.75,1.59,2006-10-29
-38.5,144.375,2.7,2006-10-29
-38.5,145,2.35,2006-10-29
-38.5,145.625,0.94,2006-10-29
-38,143.125,0.91,2006-10-29
-38,143.75,1.86,2006-10-29
-38,144.375,2.48,2006-10-29
-38,145,2.55,2006-10-29
-38,145.625,0.19,2006-10-29
-40,143.125,2.89,2006-10-30
-40,143.75,3.04,2006-10-30
-40,144.375,3.43,2006-10-30
-40,145,3.96,2006-10-30
-40,145.625,4.07,2006-10-30
-39.5,143.125,2.82,2006-10-30
-39.5,143.75,2.73,2006-10-30
-39.5,144.375,2.85,2006-10-30
-39.5,145,3.08,2006-10-30
-39.5,145.625,3.11,2006-10-30
-39,143.125,3.38,2006-10-30
-39,143.75,2.3,2006-10-30
-39,144.375,2.62,2006-10-30
-39,145,2.82,2006-10-30
-39,145.625,2.37,2006-10-30
-38.5,143.125,0.85,2006-10-30
-38.5,143.75,1.57,2006-10-30
-38.5,144.375,2.99,2006-10-30
-38.5,145,2.69,2006-10-30
-38.5,145.625,1.07,2006-10-30
-38,143.125,0.92,2006-10-30
-38,143.75,2,2006-10-30
-38,144.375,2.72,2006-10-30
-38,145,2.65,2006-10-30
-38,145.625,0.15,2006-10-30
-40,143.125,3.72,2006-10-31
-40,143.75,3.6,2006-10-31
-40,144.375,3.99,2006-10-31
-40,145,4.29,2006-10-31
-40,145.625,4.17,2006-10-31
-39.5,143.125,3.92,2006-10-31
-39.5,143.75,3.27,2006-10-31
-39.5,144.375,3.15,2006-10-31
-39.5,145,3.51,2006-10-31
-39.5,145.625,3.62,2006-10-31
-39,143.125,4.43,2006-10-31
-39,143.75,2.6,2006-10-31
-39,144.375,2.95,2006-10-31
-39,145,3.15,2006-10-31
-39,145.625,2.83,2006-10-31
-38.5,143.125,0.81,2006-10-31
-38.5,143.75,1.79,2006-10-31
-38.5,144.375,3.16,2006-10-31
-38.5,145,2.86,2006-10-31
-38.5,145.625,1.1,2006-10-31
-38,143.125,1.05,2006-10-31
-38,143.75,2.25,2006-10-31
-38,144.375,2.73,2006-10-31
-38,145,2.35,2006-10-31
-38,145.625,0.13,2006-10-31
-40,143.125,2.31,2006-11-01
-40,143.75,2.28,2006-11-01
-40,144.375,2.47,2006-11-01
-40,145,2.85,2006-11-01
-40,145.625,3.65,2006-11-01
-39.5,143.125,2.94,2006-11-01
-39.5,143.75,2.79,2006-11-01
-39.5,144.375,2.83,2006-11-01
-39.5,145,3.46,2006-11-01
-39.5,145.625,4.04,2006-11-01
-39,143.125,3.84,2006-11-01
-39,143.75,2.64,2006-11-01
-39,144.375,3.1,2006-11-01
-39,145,3.53,2006-11-01
-39,145.625,3.08,2006-11-01
-38.5,143.125,0.71,2006-11-01
-38.5,143.75,1.57,2006-11-01
-38.5,144.375,2.96,2006-11-01
-38.5,145,2.79,2006-11-01
-38.5,145.625,1,2006-11-01
-38,143.125,0.94,2006-11-01
-38,143.75,1.8,2006-11-01
-38,144.375,2.12,2006-11-01
-38,145,2.45,2006-11-01
-38,145.625,0.09,2006-11-01
-40,143.125,6.38,2006-11-02
-40,143.75,6.22,2006-11-02
-40,144.375,5.86,2006-11-02
-40,145,5.84,2006-11-02
-40,145.625,6.26,2006-11-02
-39.5,143.125,6.36,2006-11-02
-39.5,143.75,6.29,2006-11-02
-39.5,144.375,5.97,2006-11-02
-39.5,145,5.87,2006-11-02
-39.5,145.625,5.74,2006-11-02
-39,143.125,5.69,2006-11-02
-39,143.75,4.73,2006-11-02
-39,144.375,5.23,2006-11-02
-39,145,5.08,2006-11-02
-39,145.625,4.02,2006-11-02
-38.5,143.125,1.18,2006-11-02
-38.5,143.75,2.25,2006-11-02
-38.5,144.375,3.75,2006-11-02
-38.5,145,2.9,2006-11-02
-38.5,145.625,1.16,2006-11-02
-38,143.125,1.55,2006-11-02
-38,143.75,2.35,2006-11-02
-38,144.375,2.96,2006-11-02
-38,145,2.41,2006-11-02
-38,145.625,0.2,2006-11-02
-40,143.125,6.39,2006-11-03
-40,143.75,6.53,2006-11-03
-40,144.375,6.39,2006-11-03
-40,145,6.37,2006-11-03
-40,145.625,6.88,2006-11-03
-39.5,143.125,6.34,2006-11-03
-39.5,143.75,6.45,2006-11-03
-39.5,144.375,6.18,2006-11-03
-39.5,145,5.97,2006-11-03
-39.5,145.625,6.04,2006-11-03
-39,143.125,5.41,2006-11-03
-39,143.75,4.49,2006-11-03
-39,144.375,4.73,2006-11-03
-39,145,4.62,2006-11-03
-39,145.625,4.08,2006-11-03
-38.5,143.125,1.02,2006-11-03
-38.5,143.75,1.87,2006-11-03
-38.5,144.375,3.04,2006-11-03
-38.5,145,2.48,2006-11-03
-38.5,145.625,1.23,2006-11-03
-38,143.125,1.27,2006-11-03
-38,143.75,1.91,2006-11-03
-38,144.375,2.42,2006-11-03
-38,145,2.13,2006-11-03
-38,145.625,0.18,2006-11-03
-40,143.125,6.56,2006-11-04
-40,143.75,6.83,2006-11-04
-40,144.375,7.01,2006-11-04
-40,145,6.95,2006-11-04
-40,145.625,6.82,2006-11-04
-39.5,143.125,6.2,2006-11-04
-39.5,143.75,6.32,2006-11-04
-39.5,144.375,6.3,2006-11-04
-39.5,145,5.87,2006-11-04
-39.5,145.625,5.43,2006-11-04
-39,143.125,5.61,2006-11-04
-39,143.75,4.72,2006-11-04
-39,144.375,5.64,2006-11-04
-39,145,5.2,2006-11-04
-39,145.625,3.8,2006-11-04
-38.5,143.125,1.18,2006-11-04
-38.5,143.75,2.64,2006-11-04
-38.5,144.375,5.08,2006-11-04
-38.5,145,4.03,2006-11-04
-38.5,145.625,1.33,2006-11-04
-38,143.125,1.55,2006-11-04
-38,143.75,3.15,2006-11-04
-38,144.375,4.33,2006-11-04
-38,145,3.89,2006-11-04
-38,145.625,0.11,2006-11-04
-40,143.125,8.37,2006-11-05
-40,143.75,7.41,2006-11-05
-40,144.375,6.78,2006-11-05
-40,145,7.44,2006-11-05
-40,145.625,8.18,2006-11-05
-39.5,143.125,8.82,2006-11-05
-39.5,143.75,7.71,2006-11-05
-39.5,144.375,7.38,2006-11-05
-39.5,145,8.08,2006-11-05
-39.5,145.625,8.47,2006-11-05
-39,143.125,8.02,2006-11-05
-39,143.75,5.7,2006-11-05
-39,144.375,6.97,2006-11-05
-39,145,7.32,2006-11-05
-39,145.625,6.25,2006-11-05
-38.5,143.125,1.51,2006-11-05
-38.5,143.75,3.29,2006-11-05
-38.5,144.375,6.18,2006-11-05
-38.5,145,5.01,2006-11-05
-38.5,145.625,1.95,2006-11-05
-38,143.125,1.92,2006-11-05
-38,143.75,4.07,2006-11-05
-38,144.375,4.9,2006-11-05
-38,145,4.14,2006-11-05
-38,145.625,0.13,2006-11-05
-40,143.125,7.21,2006-11-06
-40,143.75,6.87,2006-11-06
-40,144.375,6.79,2006-11-06
-40,145,6.36,2006-11-06
-40,145.625,5.48,2006-11-06
-39.5,143.125,7.47,2006-11-06
-39.5,143.75,7.1,2006-11-06
-39.5,144.375,7.06,2006-11-06
-39.5,145,6.84,2006-11-06
-39.5,145.625,6.11,2006-11-06
-39,143.125,7.22,2006-11-06
-39,143.75,5.57,2006-11-06
-39,144.375,7.17,2006-11-06
-39,145,7.03,2006-11-06
-39,145.625,5.2,2006-11-06
-38.5,143.125,1.47,2006-11-06
-38.5,143.75,3.47,2006-11-06
-38.5,144.375,6.84,2006-11-06
-38.5,145,5.35,2006-11-06
-38.5,145.625,1.8,2006-11-06
-38,143.125,2.05,2006-11-06
-38,143.75,4.33,2006-11-06
-38,144.375,5.53,2006-11-06
-38,145,4.55,2006-11-06
-38,145.625,0.13,2006-11-06
-40,143.125,8.57,2006-11-07
-40,143.75,8.97,2006-11-07
-40,144.375,9.53,2006-11-07
-40,145,9.32,2006-11-07
-40,145.625,8.48,2006-11-07
-39.5,143.125,8.23,2006-11-07
-39.5,143.75,8.54,2006-11-07
-39.5,144.375,9.1,2006-11-07
-39.5,145,9.02,2006-11-07
-39.5,145.625,8.31,2006-11-07
-39,143.125,7.52,2006-11-07
-39,143.75,6.51,2006-11-07
-39,144.375,8.33,2006-11-07
-39,145,8.31,2006-11-07
-39,145.625,6.4,2006-11-07
-38.5,143.125,1.65,2006-11-07
-38.5,143.75,3.82,2006-11-07
-38.5,144.375,7.55,2006-11-07
-38.5,145,6.28,2006-11-07
-38.5,145.625,2.22,2006-11-07
-38,143.125,2.1,2006-11-07
-38,143.75,4.32,2006-11-07
-38,144.375,6.2,2006-11-07
-38,145,5.58,2006-11-07
-38,145.625,0.17,2006-11-07
-40,143.125,7.48,2006-11-08
-40,143.75,7.8,2006-11-08
-40,144.375,7.81,2006-11-08
-40,145,6.53,2006-11-08
-40,145.625,5.65,2006-11-08
-39.5,143.125,7.35,2006-11-08
-39.5,143.75,7.3,2006-11-08
-39.5,144.375,6.9,2006-11-08
-39.5,145,5.77,2006-11-08
-39.5,145.625,4.9,2006-11-08
-39,143.125,6.65,2006-11-08
-39,143.75,5.13,2006-11-08
-39,144.375,5.63,2006-11-08
-39,145,5.09,2006-11-08
-39,145.625,3.64,2006-11-08
-38.5,143.125,1.32,2006-11-08
-38.5,143.75,2.77,2006-11-08
-38.5,144.375,4.96,2006-11-08
-38.5,145,3.9,2006-11-08
-38.5,145.625,1.45,2006-11-08
-38,143.125,1.78,2006-11-08
-38,143.75,3.46,2006-11-08
-38,144.375,4.18,2006-11-08
-38,145,3.65,2006-11-08
-38,145.625,0.17,2006-11-08
-40,143.125,3.53,2006-11-09
-40,143.75,3.46,2006-11-09
-40,144.375,2.7,2006-11-09
-40,145,1.28,2006-11-09
-40,145.625,2.6,2006-11-09
-39.5,143.125,3.44,2006-11-09
-39.5,143.75,3.05,2006-11-09
-39.5,144.375,1.93,2006-11-09
-39.5,145,1.4,2006-11-09
-39.5,145.625,1.39,2006-11-09
-39,143.125,3.27,2006-11-09
-39,143.75,2.13,2006-11-09
-39,144.375,1.69,2006-11-09
-39,145,1.36,2006-11-09
-39,145.625,1.3,2006-11-09
-38.5,143.125,0.8,2006-11-09
-38.5,143.75,1.34,2006-11-09
-38.5,144.375,1.9,2006-11-09
-38.5,145,1.66,2006-11-09
-38.5,145.625,0.91,2006-11-09
-38,143.125,0.87,2006-11-09
-38,143.75,1.85,2006-11-09
-38,144.375,2.06,2006-11-09
-38,145,2.05,2006-11-09
-38,145.625,0.25,2006-11-09
-40,143.125,4.99,2006-11-10
-40,143.75,5.36,2006-11-10
-40,144.375,5.75,2006-11-10
-40,145,6.25,2006-11-10
-40,145.625,6.84,2006-11-10
-39.5,143.125,4.44,2006-11-10
-39.5,143.75,4.89,2006-11-10
-39.5,144.375,5.2,2006-11-10
-39.5,145,5.42,2006-11-10
-39.5,145.625,5.7,2006-11-10
-39,143.125,3.4,2006-11-10
-39,143.75,3.61,2006-11-10
-39,144.375,4.44,2006-11-10
-39,145,4.51,2006-11-10
-39,145.625,3.87,2006-11-10
-38.5,143.125,0.7,2006-11-10
-38.5,143.75,1.76,2006-11-10
-38.5,144.375,3.4,2006-11-10
-38.5,145,2.93,2006-11-10
-38.5,145.625,1.17,2006-11-10
-38,143.125,1.31,2006-11-10
-38,143.75,1.95,2006-11-10
-38,144.375,2.73,2006-11-10
-38,145,2.63,2006-11-10
-38,145.625,0.1,2006-11-10
-40,143.125,4.87,2006-11-11
-40,143.75,4.89,2006-11-11
-40,144.375,4.53,2006-11-11
-40,145,4.44,2006-11-11
-40,145.625,4.94,2006-11-11
-39.5,143.125,5.34,2006-11-11
-39.5,143.75,4.83,2006-11-11
-39.5,144.375,4.45,2006-11-11
-39.5,145,4.61,2006-11-11
-39.5,145.625,4.65,2006-11-11
-39,143.125,5.14,2006-11-11
-39,143.75,3.7,2006-11-11
-39,144.375,4,2006-11-11
-39,145,3.9,2006-11-11
-39,145.625,3.35,2006-11-11
-38.5,143.125,0.8,2006-11-11
-38.5,143.75,1.96,2006-11-11
-38.5,144.375,3.83,2006-11-11
-38.5,145,2.93,2006-11-11
-38.5,145.625,1.22,2006-11-11
-38,143.125,1.24,2006-11-11
-38,143.75,2.34,2006-11-11
-38,144.375,3.07,2006-11-11
-38,145,2.62,2006-11-11
-38,145.625,0.12,2006-11-11
-40,143.125,10.41,2006-11-12
-40,143.75,10.59,2006-11-12
-40,144.375,9.96,2006-11-12
-40,145,9.25,2006-11-12
-40,145.625,9.08,2006-11-12
-39.5,143.125,10.58,2006-11-12
-39.5,143.75,10.58,2006-11-12
-39.5,144.375,9.66,2006-11-12
-39.5,145,8.96,2006-11-12
-39.5,145.625,8.54,2006-11-12
-39,143.125,9.34,2006-11-12
-39,143.75,7.4,2006-11-12
-39,144.375,7.84,2006-11-12
-39,145,7.63,2006-11-12
-39,145.625,6.1,2006-11-12
-38.5,143.125,1.86,2006-11-12
-38.5,143.75,3.66,2006-11-12
-38.5,144.375,5.97,2006-11-12
-38.5,145,4.58,2006-11-12
-38.5,145.625,1.76,2006-11-12
-38,143.125,2.52,2006-11-12
-38,143.75,4.43,2006-11-12
-38,144.375,5.21,2006-11-12
-38,145,4.07,2006-11-12
-38,145.625,0.16,2006-11-12
-40,143.125,8.96,2006-11-13
-40,143.75,9.14,2006-11-13
-40,144.375,9.54,2006-11-13
-40,145,9.91,2006-11-13
-40,145.625,10.07,2006-11-13
-39.5,143.125,8.76,2006-11-13
-39.5,143.75,9.01,2006-11-13
-39.5,144.375,9.34,2006-11-13
-39.5,145,9.7,2006-11-13
-39.5,145.625,9.83,2006-11-13
-39,143.125,7.76,2006-11-13
-39,143.75,6.92,2006-11-13
-39,144.375,8.55,2006-11-13
-39,145,8.87,2006-11-13
-39,145.625,7.82,2006-11-13
-38.5,143.125,1.71,2006-11-13
-38.5,143.75,3.77,2006-11-13
-38.5,144.375,7.4,2006-11-13
-38.5,145,6.58,2006-11-13
-38.5,145.625,2.72,2006-11-13
-38,143.125,2.12,2006-11-13
-38,143.75,3.82,2006-11-13
-38,144.375,5.71,2006-11-13
-38,145,5.36,2006-11-13
-38,145.625,0.2,2006-11-13
-40,143.125,11.41,2006-11-14
-40,143.75,11.41,2006-11-14
-40,144.375,11.45,2006-11-14
-40,145,11.39,2006-11-14
-40,145.625,11.29,2006-11-14
-39.5,143.125,11.58,2006-11-14
-39.5,143.75,11.59,2006-11-14
-39.5,144.375,11.56,2006-11-14
-39.5,145,11.51,2006-11-14
-39.5,145.625,11.15,2006-11-14
-39,143.125,10.7,2006-11-14
-39,143.75,8.82,2006-11-14
-39,144.375,10.44,2006-11-14
-39,145,10.37,2006-11-14
-39,145.625,8.75,2006-11-14
-38.5,143.125,2.18,2006-11-14
-38.5,143.75,4.46,2006-11-14
-38.5,144.375,8.69,2006-11-14
-38.5,145,7.7,2006-11-14
-38.5,145.625,2.96,2006-11-14
-38,143.125,2.8,2006-11-14
-38,143.75,5.18,2006-11-14
-38,144.375,7.03,2006-11-14
-38,145,6.16,2006-11-14
-38,145.625,0.22,2006-11-14
-40,143.125,9.56,2006-11-15
-40,143.75,9.69,2006-11-15
-40,144.375,9.98,2006-11-15
-40,145,9.99,2006-11-15
-40,145.625,9.51,2006-11-15
-39.5,143.125,9.46,2006-11-15
-39.5,143.75,9.55,2006-11-15
-39.5,144.375,9.9,2006-11-15
-39.5,145,9.99,2006-11-15
-39.5,145.625,9.68,2006-11-15
-39,143.125,8.82,2006-11-15
-39,143.75,7.54,2006-11-15
-39,144.375,9.53,2006-11-15
-39,145,9.69,2006-11-15
-39,145.625,7.94,2006-11-15
-38.5,143.125,1.84,2006-11-15
-38.5,143.75,4.09,2006-11-15
-38.5,144.375,8.48,2006-11-15
-38.5,145,7.48,2006-11-15
-38.5,145.625,2.77,2006-11-15
-38,143.125,2.08,2006-11-15
-38,143.75,3.84,2006-11-15
-38,144.375,6.47,2006-11-15
-38,145,6.05,2006-11-15
-38,145.625,0.19,2006-11-15
-40,143.125,4.76,2006-11-16
-40,143.75,5.23,2006-11-16
-40,144.375,5.91,2006-11-16
-40,145,6.39,2006-11-16
-40,145.625,6.05,2006-11-16
-39.5,143.125,4.59,2006-11-16
-39.5,143.75,5.04,2006-11-16
-39.5,144.375,5.62,2006-11-16
-39.5,145,5.87,2006-11-16
-39.5,145.625,5.59,2006-11-16
-39,143.125,4.07,2006-11-16
-39,143.75,3.93,2006-11-16
-39,144.375,5.17,2006-11-16
-39,145,5.2,2006-11-16
-39,145.625,4.18,2006-11-16
-38.5,143.125,1.04,2006-11-16
-38.5,143.75,2.32,2006-11-16
-38.5,144.375,4.67,2006-11-16
-38.5,145,3.91,2006-11-16
-38.5,145.625,1.53,2006-11-16
-38,143.125,1.35,2006-11-16
-38,143.75,2.5,2006-11-16
-38,144.375,3.75,2006-11-16
-38,145,3.49,2006-11-16
-38,145.625,0.23,2006-11-16
-40,143.125,2.06,2006-11-17
-40,143.75,2.26,2006-11-17
-40,144.375,2.65,2006-11-17
-40,145,3.57,2006-11-17
-40,145.625,4.6,2006-11-17
-39.5,143.125,2.85,2006-11-17
-39.5,143.75,2.49,2006-11-17
-39.5,144.375,2.16,2006-11-17
-39.5,145,2.42,2006-11-17
-39.5,145.625,2.93,2006-11-17
-39,143.125,3.46,2006-11-17
-39,143.75,2.29,2006-11-17
-39,144.375,2.27,2006-11-17
-39,145,2.13,2006-11-17
-39,145.625,1.92,2006-11-17
-38.5,143.125,0.72,2006-11-17
-38.5,143.75,1.48,2006-11-17
-38.5,144.375,2.72,2006-11-17
-38.5,145,2.26,2006-11-17
-38.5,145.625,0.97,2006-11-17
-38,143.125,0.71,2006-11-17
-38,143.75,1.83,2006-11-17
-38,144.375,2.22,2006-11-17
-38,145,1.97,2006-11-17
-38,145.625,0.24,2006-11-17
-40,143.125,4.19,2006-11-18
-40,143.75,3.54,2006-11-18
-40,144.375,3,2006-11-18
-40,145,2.84,2006-11-18
-40,145.625,2.58,2006-11-18
-39.5,143.125,4.84,2006-11-18
-39.5,143.75,3.57,2006-11-18
-39.5,144.375,3.23,2006-11-18
-39.5,145,2.86,2006-11-18
-39.5,145.625,2.31,2006-11-18
-39,143.125,4.14,2006-11-18
-39,143.75,2.84,2006-11-18
-39,144.375,3.61,2006-11-18
-39,145,3.62,2006-11-18
-39,145.625,2.39,2006-11-18
-38.5,143.125,0.7,2006-11-18
-38.5,143.75,1.42,2006-11-18
-38.5,144.375,2.64,2006-11-18
-38.5,145,2.12,2006-11-18
-38.5,145.625,0.76,2006-11-18
-38,143.125,0.98,2006-11-18
-38,143.75,1.78,2006-11-18
-38,144.375,1.68,2006-11-18
-38,145,1.57,2006-11-18
-38,145.625,0.18,2006-11-18
-40,143.125,5.85,2006-11-19
-40,143.75,5.31,2006-11-19
-40,144.375,4.9,2006-11-19
-40,145,4.83,2006-11-19
-40,145.625,4.83,2006-11-19
-39.5,143.125,5.52,2006-11-19
-39.5,143.75,5.18,2006-11-19
-39.5,144.375,5.57,2006-11-19
-39.5,145,6.01,2006-11-19
-39.5,145.625,5.85,2006-11-19
-39,143.125,4.47,2006-11-19
-39,143.75,3.72,2006-11-19
-39,144.375,4.76,2006-11-19
-39,145,5.42,2006-11-19
-39,145.625,3.99,2006-11-19
-38.5,143.125,0.53,2006-11-19
-38.5,143.75,1.4,2006-11-19
-38.5,144.375,2.91,2006-11-19
-38.5,145,1.99,2006-11-19
-38.5,145.625,0.88,2006-11-19
-38,143.125,0.9,2006-11-19
-38,143.75,1.63,2006-11-19
-38,144.375,1.94,2006-11-19
-38,145,1.48,2006-11-19
-38,145.625,0.09,2006-11-19
-40,143.125,3.28,2006-11-20
-40,143.75,5.09,2006-11-20
-40,144.375,6.31,2006-11-20
-40,145,7,2006-11-20
-40,145.625,6.91,2006-11-20
-39.5,143.125,1.92,2006-11-20
-39.5,143.75,2.85,2006-11-20
-39.5,144.375,3.87,2006-11-20
-39.5,145,4.97,2006-11-20
-39.5,145.625,5.08,2006-11-20
-39,143.125,1.49,2006-11-20
-39,143.75,1.37,2006-11-20
-39,144.375,2.26,2006-11-20
-39,145,2.37,2006-11-20
-39,145.625,2.91,2006-11-20
-38.5,143.125,0.64,2006-11-20
-38.5,143.75,1.09,2006-11-20
-38.5,144.375,1.66,2006-11-20
-38.5,145,1.6,2006-11-20
-38.5,145.625,0.83,2006-11-20
-38,143.125,1.35,2006-11-20
-38,143.75,2.2,2006-11-20
-38,144.375,2.29,2006-11-20
-38,145,1.95,2006-11-20
-38,145.625,0.12,2006-11-20
-40,143.125,8.49,2006-11-21
-40,143.75,8.6,2006-11-21
-40,144.375,8.28,2006-11-21
-40,145,7.8,2006-11-21
-40,145.625,7.4,2006-11-21
