LAT,LON,WS2M,DATE
-40,143.125,7.51,2006-04-26
-40,143.75,7.5,2006-04-26
-40,144.375,7.33,2006-04-26
-40,145,6.93,2006-04-26
-40,145.625,6.84,2006-04-26
-39.5,143.125,6.82,2006-04-26
-39.5,143.75,6.97,2006-04-26
-39.5,144.375,7.17,2006-04-26
-39.5,145,7.23,2006-04-26
-39.5,145.625,7.1,2006-04-26
-39,143.125,4.76,2006-04-26
-39,143.75,4.84,2006-04-26
-39,144.375,6.15,2006-04-26
-39,145,6.26,2006-04-26
-39,145.625,5.22,2006-04-26
-38.5,143.125,0.81,2006-04-26
-38.5,143.75,1.92,2006-04-26
-38.5,144.375,4.08,2006-04-26
-38.5,145,3.43,2006-04-26
-38.5,145.625,1.53,2006-04-26
-38,143.125,0.97,2006-04-26
-38,143.75,1.42,2006-04-26
-38,144.375,1.77,2006-04-26
-38,145,1.81,2006-04-26
-38,145.625,0.09,2006-04-26
-40,143.125,7.81,2006-04-27
-40,143.75,7.57,2006-04-27
-40,144.375,7.5,2006-04-27
-40,145,7.27,2006-04-27
-40,145.625,7.03,2006-04-27
-39.5,143.125,7.38,2006-04-27
-39.5,143.75,7.15,2006-04-27
-39.5,144.375,7.34,2006-04-27
-39.5,145,7.54,2006-04-27
-39.5,145.625,7.28,2006-04-27
-39,143.125,5.42,2006-04-27
-39,143.75,5,2006-04-27
-39,144.375,6.23,2006-04-27
-39,145,6.47,2006-04-27
-39,145.625,5.38,2006-04-27
-38.5,143.125,0.78,2006-04-27
-38.5,143.75,1.79,2006-04-27
-38.5,144.375,3.86,2006-04-27
-38.5,145,3.39,2006-04-27
-38.5,145.625,1.58,2006-04-27
-38,143.125,0.86,2006-04-27
-38,143.75,1.19,2006-04-27
-38,144.375,1.64,2006-04-27
-38,145,1.65,2006-04-27
-38,145.625,0.09,2006-04-27
-40,143.125,4.16,2006-04-28
-40,143.75,4.7,2006-04-28
-40,144.375,5.68,2006-04-28
-40,145,5.92,2006-04-28
-40,145.625,6.24,2006-04-28
-39.5,143.125,3.63,2006-04-28
-39.5,143.75,3.82,2006-04-28
-39.5,144.375,4.46,2006-04-28
-39.5,145,5.47,2006-04-28
-39.5,145.625,6,2006-04-28
-39,143.125,2.41,2006-04-28
-39,143.75,2.73,2006-04-28
-39,144.375,3.44,2006-04-28
-39,145,3.73,2006-04-28
-39,145.625,3.88,2006-04-28
-38.5,143.125,0.62,2006-04-28
-38.5,143.75,1.25,2006-04-28
-38.5,144.375,2.56,2006-04-28
-38.5,145,2.1,2006-04-28
-38.5,145.625,1.03,2006-04-28
-38,143.125,1.11,2006-04-28
-38,143.75,1.72,2006-04-28
-38,144.375,2.19,2006-04-28
-38,145,1.93,2006-04-28
-38,145.625,0.11,2006-04-28
-40,143.125,4.56,2006-04-29
-40,143.75,3.63,2006-04-29
-40,144.375,3.67,2006-04-29
-40,145,3.99,2006-04-29
-40,145.625,5.06,2006-04-29
-39.5,143.125,4.63,2006-04-29
-39.5,143.75,3.83,2006-04-29
-39.5,144.375,3.98,2006-04-29
-39.5,145,4.63,2006-04-29
-39.5,145.625,5.36,2006-04-29
-39,143.125,4.09,2006-04-29
-39,143.75,3.09,2006-04-29
-39,144.375,4.22,2006-04-29
-39,145,4.73,2006-04-29
-39,145.625,3.99,2006-04-29
-38.5,143.125,0.74,2006-04-29
-38.5,143.75,1.7,2006-04-29
-38.5,144.375,3.83,2006-04-29
-38.5,145,3.1,2006-04-29
-38.5,145.625,1.18,2006-04-29
-38,143.125,0.83,2006-04-29
-38,143.75,1.71,2006-04-29
-38,144.375,2.37,2006-04-29
-38,145,1.87,2006-04-29
-38,145.625,0.11,2006-04-29
-40,143.125,4.92,2006-04-30
-40,143.75,4.96,2006-04-30
-40,144.375,5.77,2006-04-30
-40,145,6.65,2006-04-30
-40,145.625,7.87,2006-04-30
-39.5,143.125,5.07,2006-04-30
-39.5,143.75,5.52,2006-04-30
-39.5,144.375,6.29,2006-04-30
-39.5,145,6.85,2006-04-30
-39.5,145.625,7.49,2006-04-30
-39,143.125,4.76,2006-04-30
-39,143.75,4.15,2006-04-30
-39,144.375,5.69,2006-04-30
-39,145,6.41,2006-04-30
-39,145.625,5.33,2006-04-30
-38.5,143.125,0.83,2006-04-30
-38.5,143.75,1.99,2006-04-30
-38.5,144.375,4.26,2006-04-30
-38.5,145,3.34,2006-04-30
-38.5,145.625,1.41,2006-04-30
-38,143.125,0.94,2006-04-30
-38,143.75,2.07,2006-04-30
-38,144.375,3.25,2006-04-30
-38,145,2.07,2006-04-30
-38,145.625,0.31,2006-04-30
-40,143.125,5.42,2006-05-01
-40,143.75,5.25,2006-05-01
-40,144.375,5.13,2006-05-01
-40,145,4.87,2006-05-01
-40,145.625,4.74,2006-05-01
-39.5,143.125,5.1,2006-05-01
-39.5,143.75,4.83,2006-05-01
-39.5,144.375,4.79,2006-05-01
-39.5,145,4.93,2006-05-01
-39.5,145.625,4.59,2006-05-01
-39,143.125,4.89,2006-05-01
-39,143.75,3.48,2006-05-01
-39,144.375,3.68,2006-05-01
-39,145,4.38,2006-05-01
-39,145.625,3.76,2006-05-01
-38.5,143.125,1.05,2006-05-01
-38.5,143.75,2.16,2006-05-01
-38.5,144.375,3.78,2006-05-01
-38.5,145,2.51,2006-05-01
-38.5,145.625,1.3,2006-05-01
-38,143.125,1.27,2006-05-01
-38,143.75,2.36,2006-05-01
-38,144.375,3.25,2006-05-01
-38,145,2.21,2006-05-01
-38,145.625,0.12,2006-05-01
-40,143.125,12.31,2006-05-02
-40,143.75,12,2006-05-02
-40,144.375,11.65,2006-05-02
-40,145,11.35,2006-05-02
-40,145.625,11.66,2006-05-02
-39.5,143.125,12.25,2006-05-02
-39.5,143.75,11.79,2006-05-02
-39.5,144.375,11.17,2006-05-02
-39.5,145,11.15,2006-05-02
-39.5,145.625,11.08,2006-05-02
-39,143.125,11.06,2006-05-02
-39,143.75,8.3,2006-05-02
-39,144.375,9.04,2006-05-02
-39,145,9.33,2006-05-02
-39,145.625,8.25,2006-05-02
-38.5,143.125,2.03,2006-05-02
-38.5,143.75,3.9,2006-05-02
-38.5,144.375,7.76,2006-05-02
-38.5,145,6.85,2006-05-02
-38.5,145.625,2.8,2006-05-02
-38,143.125,2.44,2006-05-02
-38,143.75,5.1,2006-05-02
-38,144.375,6.42,2006-05-02
-38,145,5.3,2006-05-02
-38,145.625,0.21,2006-05-02
-40,143.125,10.95,2006-05-03
-40,143.75,10.63,2006-05-03
-40,144.375,10.59,2006-05-03
-40,145,10.7,2006-05-03
-40,145.625,11.1,2006-05-03
-39.5,143.125,11.01,2006-05-03
-39.5,143.75,10.71,2006-05-03
-39.5,144.375,10.58,2006-05-03
-39.5,145,10.76,2006-05-03
-39.5,145.625,10.86,2006-05-03
-39,143.125,9.76,2006-05-03
-39,143.75,7.93,2006-05-03
-39,144.375,9.35,2006-05-03
-39,145,9.71,2006-05-03
-39,145.625,8.46,2006-05-03
-38.5,143.125,1.83,2006-05-03
-38.5,143.75,3.79,2006-05-03
-38.5,144.375,7.62,2006-05-03
-38.5,145,6.76,2006-05-03
-38.5,145.625,2.74,2006-05-03
-38,143.125,2.03,2006-05-03
-38,143.75,4.43,2006-05-03
-38,144.375,5.75,2006-05-03
-38,145,4.84,2006-05-03
-38,145.625,0.19,2006-05-03
-40,143.125,9.81,2006-05-04
-40,143.75,9.81,2006-05-04
-40,144.375,9.8,2006-05-04
-40,145,9.93,2006-05-04
-40,145.625,10.54,2006-05-04
-39.5,143.125,10.17,2006-05-04
-39.5,143.75,9.89,2006-05-04
-39.5,144.375,9.4,2006-05-04
-39.5,145,9.66,2006-05-04
-39.5,145.625,9.99,2006-05-04
-39,143.125,8.91,2006-05-04
-39,143.75,6.81,2006-05-04
-39,144.375,7.71,2006-05-04
-39,145,8.54,2006-05-04
-39,145.625,7.9,2006-05-04
-38.5,143.125,1.58,2006-05-04
-38.5,143.75,3.46,2006-05-04
-38.5,144.375,7.51,2006-05-04
-38.5,145,6.77,2006-05-04
-38.5,145.625,2.76,2006-05-04
-38,143.125,2.11,2006-05-04
-38,143.75,4.78,2006-05-04
-38,144.375,6.08,2006-05-04
-38,145,5.27,2006-05-04
-38,145.625,0.2,2006-05-04
-40,143.125,6.28,2006-05-05
-40,143.75,5.83,2006-05-05
-40,144.375,5.76,2006-05-05
-40,145,5.85,2006-05-05
-40,145.625,5.99,2006-05-05
-39.5,143.125,6,2006-05-05
-39.5,143.75,5.58,2006-05-05
-39.5,144.375,5.59,2006-05-05
-39.5,145,5.61,2006-05-05
-39.5,145.625,5.62,2006-05-05
-39,143.125,5.22,2006-05-05
-39,143.75,4.33,2006-05-05
-39,144.375,5.14,2006-05-05
-39,145,5.11,2006-05-05
-39,145.625,4.38,2006-05-05
-38.5,143.125,1.02,2006-05-05
-38.5,143.75,2.03,2006-05-05
-38.5,144.375,4.07,2006-05-05
-38.5,145,3.56,2006-05-05
-38.5,145.625,1.57,2006-05-05
-38,143.125,1.08,2006-05-05
-38,143.75,2.1,2006-05-05
-38,144.375,2.91,2006-05-05
-38,145,2.52,2006-05-05
-38,145.625,0.17,2006-05-05
-40,143.125,11.71,2006-05-06
-40,143.75,10.69,2006-05-06
-40,144.375,10.27,2006-05-06
-40,145,10.28,2006-05-06
-40,145.625,9.8,2006-05-06
-39.5,143.125,11.21,2006-05-06
-39.5,143.75,9.94,2006-05-06
-39.5,144.375,10.1,2006-05-06
-39.5,145,10.47,2006-05-06
-39.5,145.625,9.57,2006-05-06
-39,143.125,9.66,2006-05-06
-39,143.75,7.4,2006-05-06
-39,144.375,9.53,2006-05-06
-39,145,9.78,2006-05-06
-39,145.625,7.35,2006-05-06
-38.5,143.125,1.98,2006-05-06
-38.5,143.75,4.46,2006-05-06
-38.5,144.375,8.74,2006-05-06
-38.5,145,7.59,2006-05-06
-38.5,145.625,2.6,2006-05-06
-38,143.125,3.08,2006-05-06
-38,143.75,5.95,2006-05-06
-38,144.375,7.35,2006-05-06
-38,145,6.63,2006-05-06
-38,145.625,0.19,2006-05-06
-40,143.125,9.52,2006-05-07
-40,143.75,9.35,2006-05-07
-40,144.375,9.58,2006-05-07
-40,145,9.9,2006-05-07
-40,145.625,10.15,2006-05-07
-39.5,143.125,9.69,2006-05-07
-39.5,143.75,9.57,2006-05-07
-39.5,144.375,9.86,2006-05-07
-39.5,145,10.11,2006-05-07
-39.5,145.625,10.17,2006-05-07
-39,143.125,8.91,2006-05-07
-39,143.75,7.55,2006-05-07
-39,144.375,9.28,2006-05-07
-39,145,9.49,2006-05-07
-39,145.625,8.19,2006-05-07
-38.5,143.125,1.69,2006-05-07
-38.5,143.75,3.47,2006-05-07
-38.5,144.375,7.41,2006-05-07
-38.5,145,6.96,2006-05-07
-38.5,145.625,2.67,2006-05-07
-38,143.125,1.83,2006-05-07
-38,143.75,3.89,2006-05-07
-38,144.375,5.67,2006-05-07
-38,145,5.17,2006-05-07
-38,145.625,0.17,2006-05-07
-40,143.125,10.97,2006-05-08
-40,143.75,10.66,2006-05-08
-40,144.375,10.31,2006-05-08
-40,145,10.19,2006-05-08
-40,145.625,10.5,2006-05-08
-39.5,143.125,11.02,2006-05-08
-39.5,143.75,10.35,2006-05-08
-39.5,144.375,9.7,2006-05-08
-39.5,145,9.89,2006-05-08
-39.5,145.625,10.13,2006-05-08
-39,143.125,9.51,2006-05-08
-39,143.75,7.14,2006-05-08
-39,144.375,8.36,2006-05-08
-39,145,9.04,2006-05-08
-39,145.625,7.94,2006-05-08
-38.5,143.125,1.72,2006-05-08
-38.5,143.75,3.51,2006-05-08
-38.5,144.375,7.52,2006-05-08
-38.5,145,6.62,2006-05-08
-38.5,145.625,2.67,2006-05-08
-38,143.125,2,2006-05-08
-38,143.75,4.33,2006-05-08
-38,144.375,5.45,2006-05-08
-38,145,4.88,2006-05-08
-38,145.625,0.19,2006-05-08
-40,143.125,11.15,2006-05-09
-40,143.75,11.16,2006-05-09
-40,144.375,11.38,2006-05-09
-40,145,11.58,2006-05-09
-40,145.625,11.86,2006-05-09
-39.5,143.125,11.28,2006-05-09
-39.5,143.75,11.23,2006-05-09
-39.5,144.375,11.26,2006-05-09
-39.5,145,11.36,2006-05-09
-39.5,145.625,11.57,2006-05-09
-39,143.125,10.11,2006-05-09
-39,143.75,8.41,2006-05-09
-39,144.375,9.98,2006-05-09
-39,145,10.34,2006-05-09
-39,145.625,9.25,2006-05-09
-38.5,143.125,1.9,2006-05-09
-38.5,143.75,3.77,2006-05-09
-38.5,144.375,7.89,2006-05-09
-38.5,145,7.42,2006-05-09
-38.5,145.625,3.13,2006-05-09
-38,143.125,2.03,2006-05-09
-38,143.75,4.1,2006-05-09
-38,144.375,5.79,2006-05-09
-38,145,5.33,2006-05-09
-38,145.625,0.21,2006-05-09
-40,143.125,5.17,2006-05-10
-40,143.75,4.97,2006-05-10
-40,144.375,5.19,2006-05-10
-40,145,5.48,2006-05-10
-40,145.625,5.52,2006-05-10
-39.5,143.125,4.72,2006-05-10
-39.5,143.75,4.54,2006-05-10
-39.5,144.375,4.82,2006-05-10
-39.5,145,5.1,2006-05-10
-39.5,145.625,5.23,2006-05-10
-39,143.125,3.96,2006-05-10
-39,143.75,3.61,2006-05-10
-39,144.375,4.43,2006-05-10
-39,145,4.61,2006-05-10
-39,145.625,4.12,2006-05-10
-38.5,143.125,1.11,2006-05-10
-38.5,143.75,2,2006-05-10
-38.5,144.375,3.73,2006-05-10
-38.5,145,3.33,2006-05-10
-38.5,145.625,1.69,2006-05-10
-38,143.125,1,2006-05-10
-38,143.75,1.51,2006-05-10
-38,144.375,2.35,2006-05-10
-38,145,2.33,2006-05-10
-38,145.625,0.41,2006-05-10
-40,143.125,6.09,2006-05-11
-40,143.75,5.97,2006-05-11
-40,144.375,6.19,2006-05-11
-40,145,6.49,2006-05-11
-40,145.625,6.8,2006-05-11
-39.5,143.125,5.75,2006-05-11
-39.5,143.75,5.64,2006-05-11
-39.5,144.375,5.85,2006-05-11
-39.5,145,6.03,2006-05-11
-39.5,145.625,6.14,2006-05-11
-39,143.125,4.68,2006-05-11
-39,143.75,4.17,2006-05-11
-39,144.375,5.01,2006-05-11
-39,145,5.13,2006-05-11
-39,145.625,4.43,2006-05-11
-38.5,143.125,0.95,2006-05-11
-38.5,143.75,1.85,2006-05-11
-38.5,144.375,3.53,2006-05-11
-38.5,145,3.17,2006-05-11
-38.5,145.625,1.54,2006-05-11
-38,143.125,0.88,2006-05-11
-38,143.75,1.44,2006-05-11
-38,144.375,2.15,2006-05-11
-38,145,2.04,2006-05-11
-38,145.625,0.42,2006-05-11
-40,143.125,7.62,2006-05-12
-40,143.75,7.47,2006-05-12
-40,144.375,7.58,2006-05-12
-40,145,7.85,2006-05-12
-40,145.625,8.21,2006-05-12
-39.5,143.125,7.28,2006-05-12
-39.5,143.75,7.11,2006-05-12
-39.5,144.375,7.34,2006-05-12
-39.5,145,7.55,2006-05-12
-39.5,145.625,7.63,2006-05-12
-39,143.125,5.97,2006-05-12
-39,143.75,5.34,2006-05-12
-39,144.375,6.51,2006-05-12
-39,145,6.56,2006-05-12
-39,145.625,5.57,2006-05-12
-38.5,143.125,0.97,2006-05-12
-38.5,143.75,2.21,2006-05-12
-38.5,144.375,4.66,2006-05-12
-38.5,145,3.96,2006-05-12
-38.5,145.625,1.63,2006-05-12
-38,143.125,0.93,2006-05-12
-38,143.75,1.77,2006-05-12
-38,144.375,2.96,2006-05-12
-38,145,2.59,2006-05-12
-38,145.625,0.1,2006-05-12
-40,143.125,7.35,2006-05-13
-40,143.75,7.21,2006-05-13
-40,144.375,7.24,2006-05-13
-40,145,7.44,2006-05-13
-40,145.625,7.77,2006-05-13
-39.5,143.125,7.44,2006-05-13
-39.5,143.75,7.28,2006-05-13
-39.5,144.375,7.43,2006-05-13
-39.5,145,7.52,2006-05-13
-39.5,145.625,7.66,2006-05-13
-39,143.125,6.45,2006-05-13
-39,143.75,5.74,2006-05-13
-39,144.375,7.01,2006-05-13
-39,145,7.05,2006-05-13
-39,145.625,5.96,2006-05-13
-38.5,143.125,1.19,2006-05-13
-38.5,143.75,2.64,2006-05-13
-38.5,144.375,5.44,2006-05-13
-38.5,145,4.66,2006-05-13
-38.5,145.625,1.85,2006-05-13
-38,143.125,1.31,2006-05-13
-38,143.75,2.42,2006-05-13
-38,144.375,3.96,2006-05-13
-38,145,3.35,2006-05-13
-38,145.625,0.12,2006-05-13
-40,143.125,4.13,2006-05-14
-40,143.75,3.81,2006-05-14
-40,144.375,3.76,2006-05-14
-40,145,3.86,2006-05-14
-40,145.625,4.04,2006-05-14
-39.5,143.125,4.12,2006-05-14
-39.5,143.75,3.92,2006-05-14
-39.5,144.375,4.03,2006-05-14
-39.5,145,4.09,2006-05-14
-39.5,145.625,4.24,2006-05-14
-39,143.125,3.58,2006-05-14
-39,143.75,3.24,2006-05-14
-39,144.375,3.94,2006-05-14
-39,145,3.94,2006-05-14
-39,145.625,3.41,2006-05-14
-38.5,143.125,0.87,2006-05-14
-38.5,143.75,1.7,2006-05-14
-38.5,144.375,3.35,2006-05-14
-38.5,145,2.75,2006-05-14
-38.5,145.625,1.34,2006-05-14
-38,143.125,0.92,2006-05-14
-38,143.75,1.56,2006-05-14
-38,144.375,2.39,2006-05-14
-38,145,2.12,2006-05-14
-38,145.625,0.35,2006-05-14
-40,143.125,3.8,2006-05-15
-40,143.75,3.31,2006-05-15
-40,144.375,3.17,2006-05-15
-40,145,3.42,2006-05-15
-40,145.625,4.15,2006-05-15
-39.5,143.125,3.08,2006-05-15
-39.5,143.75,2.68,2006-05-15
-39.5,144.375,2.73,2006-05-15
-39.5,145,3.07,2006-05-15
-39.5,145.625,3.42,2006-05-15
-39,143.125,2.07,2006-05-15
-39,143.75,1.85,2006-05-15
-39,144.375,2.16,2006-05-15
-39,145,2.27,2006-05-15
-39,145.625,2.29,2006-05-15
-38.5,143.125,0.78,2006-05-15
-38.5,143.75,1.09,2006-05-15
-38.5,144.375,1.62,2006-05-15
-38.5,145,1.31,2006-05-15
-38.5,145.625,0.8,2006-05-15
-38,143.125,0.66,2006-05-15
-38,143.75,1.08,2006-05-15
-38,144.375,1.39,2006-05-15
-38,145,1.23,2006-05-15
-38,145.625,0.27,2006-05-15
-40,143.125,4.92,2006-05-16
-40,143.75,4.37,2006-05-16
-40,144.375,3.98,2006-05-16
-40,145,3.77,2006-05-16
-40,145.625,3.82,2006-05-16
-39.5,143.125,4.21,2006-05-16
-39.5,143.75,3.55,2006-05-16
-39.5,144.375,3.54,2006-05-16
-39.5,145,3.64,2006-05-16
-39.5,145.625,3.36,2006-05-16
-39,143.125,3.41,2006-05-16
-39,143.75,2.63,2006-05-16
-39,144.375,3.45,2006-05-16
-39,145,3.55,2006-05-16
-39,145.625,2.64,2006-05-16
-38.5,143.125,0.76,2006-05-16
-38.5,143.75,1.44,2006-05-16
-38.5,144.375,2.92,2006-05-16
-38.5,145,2.61,2006-05-16
-38.5,145.625,1.03,2006-05-16
-38,143.125,0.9,2006-05-16
-38,143.75,1.69,2006-05-16
-38,144.375,2.18,2006-05-16
-38,145,1.83,2006-05-16
-38,145.625,0.14,2006-05-16
-40,143.125,3.92,2006-05-17
-40,143.75,4.06,2006-05-17
-40,144.375,4.31,2006-05-17
-40,145,4.7,2006-05-17
-40,145.625,5.17,2006-05-17
-39.5,143.125,4.14,2006-05-17
-39.5,143.75,4.15,2006-05-17
-39.5,144.375,4.32,2006-05-17
-39.5,145,4.56,2006-05-17
-39.5,145.625,4.69,2006-05-17
-39,143.125,3.78,2006-05-17
-39,143.75,3.25,2006-05-17
-39,144.375,3.96,2006-05-17
-39,145,4.08,2006-05-17
-39,145.625,3.48,2006-05-17
-38.5,143.125,0.72,2006-05-17
-38.5,143.75,1.59,2006-05-17
-38.5,144.375,3.15,2006-05-17
-38.5,145,2.6,2006-05-17
-38.5,145.625,1.27,2006-05-17
-38,143.125,0.75,2006-05-17
-38,143.75,1.45,2006-05-17
-38,144.375,1.97,2006-05-17
-38,145,1.77,2006-05-17
-38,145.625,0.44,2006-05-17
-40,143.125,3.27,2006-05-18
-40,143.75,2.95,2006-05-18
-40,144.375,2.63,2006-05-18
-40,145,2.42,2006-05-18
-40,145.625,2.6,2006-05-18
-39.5,143.125,2.99,2006-05-18
-39.5,143.75,2.94,2006-05-18
-39.5,144.375,2.58,2006-05-18
-39.5,145,2.79,2006-05-18
-39.5,145.625,3.09,2006-05-18
-39,143.125,2.98,2006-05-18
-39,143.75,2.43,2006-05-18
-39,144.375,2.57,2006-05-18
-39,145,2.94,2006-05-18
-39,145.625,2.81,2006-05-18
-38.5,143.125,0.76,2006-05-18
-38.5,143.75,1.4,2006-05-18
-38.5,144.375,2.51,2006-05-18
-38.5,145,2.42,2006-05-18
-38.5,145.625,1.06,2006-05-18
-38,143.125,0.7,2006-05-18
-38,143.75,1.3,2006-05-18
-38,144.375,1.82,2006-05-18
-38,145,1.56,2006-05-18
-38,145.625,0.11,2006-05-18
-40,143.125,8.03,2006-05-19
-40,143.75,7.9,2006-05-19
-40,144.375,7.89,2006-05-19
-40,145,7.81,2006-05-19
-40,145.625,7.78,2006-05-19
-39.5,143.125,7.73,2006-05-19
-39.5,143.75,7.51,2006-05-19
-39.5,144.375,7.41,2006-05-19
-39.5,145,7.43,2006-05-19
-39.5,145.625,7.35,2006-05-19
-39,143.125,6.59,2006-05-19
-39,143.75,5.43,2006-05-19
-39,144.375,6.38,2006-05-19
-39,145,6.48,2006-05-19
-39,145.625,5.41,2006-05-19
-38.5,143.125,1.19,2006-05-19
-38.5,143.75,2.36,2006-05-19
-38.5,144.375,4.86,2006-05-19
-38.5,145,4.16,2006-05-19
-38.5,145.625,1.63,2006-05-19
-38,143.125,1.2,2006-05-19
-38,143.75,2.3,2006-05-19
-38,144.375,3.53,2006-05-19
-38,145,2.92,2006-05-19
-38,145.625,0.1,2006-05-19
-40,143.125,7.84,2006-05-20
-40,143.75,7.59,2006-05-20
-40,144.375,7.6,2006-05-20
-40,145,7.71,2006-05-20
-40,145.625,7.84,2006-05-20
-39.5,143.125,7.46,2006-05-20
-39.5,143.75,7.17,2006-05-20
-39.5,144.375,7.18,2006-05-20
-39.5,145,7.24,2006-05-20
-39.5,145.625,7.08,2006-05-20
-39,143.125,6.16,2006-05-20
-39,143.75,5.22,2006-05-20
-39,144.375,6.11,2006-05-20
-39,145,6.09,2006-05-20
-39,145.625,5.13,2006-05-20
-38.5,143.125,1.02,2006-05-20
-38.5,143.75,2.13,2006-05-20
-38.5,144.375,4.26,2006-05-20
-38.5,145,3.77,2006-05-20
-38.5,145.625,1.65,2006-05-20
-38,143.125,0.89,2006-05-20
-38,143.75,1.79,2006-05-20
-38,144.375,2.79,2006-05-20
-38,145,2.45,2006-05-20
-38,145.625,0.32,2006-05-20
-40,143.125,6.63,2006-05-21
-40,143.75,6.75,2006-05-21
-40,144.375,7.23,2006-05-21
-40,145,7.57,2006-05-21
-40,145.625,7.48,2006-05-21
-39.5,143.125,6.54,2006-05-21
-39.5,143.75,6.64,2006-05-21
-39.5,144.375,7.18,2006-05-21
-39.5,145,7.44,2006-05-21
-39.5,145.625,7.44,2006-05-21
-39,143.125,5.86,2006-05-21
-39,143.75,5.27,2006-05-21
-39,144.375,6.86,2006-05-21
-39,145,7.03,2006-05-21
-39,145.625,5.79,2006-05-21
-38.5,143.125,1.07,2006-05-21
-38.5,143.75,2.42,2006-05-21
-38.5,144.375,5.46,2006-05-21
-38.5,145,4.76,2006-05-21
-38.5,145.625,1.89,2006-05-21
-38,143.125,1.06,2006-05-21
-38,143.75,2.01,2006-05-21
-38,144.375,3.44,2006-05-21
-38,145,3.07,2006-05-21
-38,145.625,0.21,2006-05-21
-40,143.125,4.24,2006-05-22
-40,143.75,4.44,2006-05-22
-40,144.375,4.41,2006-05-22
-40,145,3.81,2006-05-22
-40,145.625,4.38,2006-05-22
-39.5,143.125,4.39,2006-05-22
-39.5,143.75,4.5,2006-05-22
-39.5,144.375,4.55,2006-05-22
-39.5,145,4.22,2006-05-22
-39.5,145.625,4.6,2006-05-22
-39,143.125,4.23,2006-05-22
-39,143.75,3.72,2006-05-22
-39,144.375,4.66,2006-05-22
-39,145,4.5,2006-05-22
-39,145.625,3.94,2006-05-22
-38.5,143.125,1,2006-05-22
-38.5,143.75,2.08,2006-05-22
-38.5,144.375,4.34,2006-05-22
-38.5,145,3.71,2006-05-22
-38.5,145.625,1.48,2006-05-22
-38,143.125,1.02,2006-05-22
-38,143.75,1.98,2006-05-22
-38,144.375,3.09,2006-05-22
-38,145,2.84,2006-05-22
-38,145.625,0.13,2006-05-22
-40,143.125,2.22,2006-05-23
-40,143.75,3.13,2006-05-23
-40,144.375,3.87,2006-05-23
-40,145,4.65,2006-05-23
-40,145.625,5.15,2006-05-23
-39.5,143.125,2.76,2006-05-23
-39.5,143.75,3.45,2006-05-23
-39.5,144.375,4.21,2006-05-23
-39.5,145,4.95,2006-05-23
-39.5,145.625,5.34,2006-05-23
-39,143.125,2.98,2006-05-23
-39,143.75,3.03,2006-05-23
-39,144.375,4.46,2006-05-23
-39,145,4.95,2006-05-23
-39,145.625,4.33,2006-05-23
-38.5,143.125,0.85,2006-05-23
-38.5,143.75,1.79,2006-05-23
-38.5,144.375,4,2006-05-23
-38.5,145,3.44,2006-05-23
-38.5,145.625,1.42,2006-05-23
-38,143.125,0.77,2006-05-23
-38,143.75,1.78,2006-05-23
-38,144.375,2.5,2006-05-23
-38,145,2.5,2006-05-23
-38,145.625,0.11,2006-05-23
-40,143.125,2.91,2006-05-24
-40,143.75,3.01,2006-05-24
-40,144.375,3.69,2006-05-24
-40,145,4.07,2006-05-24
-40,145.625,4.61,2006-05-24
-39.5,143.125,3.01,2006-05-24
-39.5,143.75,3.32,2006-05-24
-39.5,144.375,4.05,2006-05-24
-39.5,145,4.53,2006-05-24
-39.5,145.625,5.01,2006-05-24
-39,143.125,3.14,2006-05-24
-39,143.75,2.97,2006-05-24
-39,144.375,4.26,2006-05-24
-39,145,4.68,2006-05-24
-39,145.625,4.13,2006-05-24
-38.5,143.125,0.84,2006-05-24
-38.5,143.75,1.68,2006-05-24
-38.5,144.375,3.63,2006-05-24
-38.5,145,3.2,2006-05-24
-38.5,145.625,1.51,2006-05-24
-38,143.125,0.79,2006-05-24
-38,143.75,1.47,2006-05-24
-38,144.375,2.08,2006-05-24
-38,145,2.05,2006-05-24
-38,145.625,0.18,2006-05-24
-40,143.125,3.6,2006-05-25
-40,143.75,3.18,2006-05-25
-40,144.375,2.83,2006-05-25
-40,145,2.93,2006-05-25
-40,145.625,3.44,2006-05-25
-39.5,143.125,3.99,2006-05-25
-39.5,143.75,3.66,2006-05-25
-39.5,144.375,3.58,2006-05-25
-39.5,145,3.79,2006-05-25
-39.5,145.625,3.92,2006-05-25
-39,143.125,3.82,2006-05-25
-39,143.75,3.14,2006-05-25
-39,144.375,4.03,2006-05-25
-39,145,4.26,2006-05-25
-39,145.625,3.66,2006-05-25
-38.5,143.125,0.89,2006-05-25
-38.5,143.75,1.73,2006-05-25
-38.5,144.375,3.64,2006-05-25
-38.5,145,3.27,2006-05-25
-38.5,145.625,1.35,2006-05-25
-38,143.125,0.93,2006-05-25
-38,143.75,1.6,2006-05-25
-38,144.375,2.14,2006-05-25
-38,145,2.09,2006-05-25
-38,145.625,0.09,2006-05-25
-40,143.125,4.26,2006-05-26
-40,143.75,3.61,2006-05-26
-40,144.375,3.15,2006-05-26
-40,145,3.19,2006-05-26
-40,145.625,3.06,2006-05-26
-39.5,143.125,4.43,2006-05-26
-39.5,143.75,3.75,2006-05-26
-39.5,144.375,3.61,2006-05-26
-39.5,145,3.71,2006-05-26
-39.5,145.625,3.42,2006-05-26
